Aula,SSID,BSSID,Intensity,Quality
q1-1003,UAB,bc:9f:e4:15:e7:c0,-67,75
q1-1003,eduroam,bc:9f:e4:15:e7:c1,-69,70
q1-1003,UAB,34:fc:b9:19:82:c0,-74,57
q1-1003,eduroam,34:fc:b9:19:7e:60,-75,53
q1-1003,UAB,34:fc:b9:19:7e:61,-75,53
q1-1003,eduroam,34:fc:b9:19:82:c1,-76,50
q1-1003,UAB,94:64:24:0e:bc:40,-77,46
q1-1003,UAB,34:fc:b9:19:7c:d1,-79,40
q1-1003,eduroam,34:fc:b9:19:7c:d0,-79,40
q1-1003,eduroam,34:fc:b9:19:7c:c0,-80,38
q1-1003,UAB,34:fc:b9:19:7c:c1,-80,38
q1-1003,UAB,bc:9f:e4:15:e7:d0,-81,35
q1-1003,eduroam,e8:26:89:78:94:a0,-81,35
q1-1003,UAB,94:64:24:0c:08:61,-81,35
q1-1003,eduroam,80:8d:b7:0c:54:40,-82,33
q1-1003,eduroam,bc:9f:e4:15:e7:d1,-82,33
q1-1003,UAB,48:00:20:93:f4:80,-84,29
q1-1003,UAB,34:fc:b9:19:7e:71,-84,29
q1-1003,UAB,34:fc:b9:19:80:80,-84,29
q1-1003,eduroam,48:00:20:93:f4:81,-84,29
q1-1003,eduroam,34:fc:b9:19:7e:70,-84,29
q1-1003,eduroam,34:fc:b9:19:82:d1,-85,26
q1-1003,UAB,34:fc:b9:19:82:d0,-85,26
q1-1003,eduroam,80:8d:b7:0c:54:50,-85,26
q1-1003,UAB,34:fc:b9:19:78:71,-85,26
q1-1003,UAB,80:8d:b7:0c:54:41,-85,26
q1-1003,eduroam,48:00:20:93:f4:71,-86,24
q1-1003,eduroam,34:fc:b9:19:80:81,-87,22
q1-1003,eduroam,94:64:24:0c:08:60,-87,22
q1-1003,eduroam,bc:9f:e4:15:db:61,-88,20
q1-1003,UAB,94:64:24:0c:bf:f1,-88,20
q1-1003,UAB,48:00:20:93:f4:70,-89,18
q1-1003,eduroam,94:64:24:0e:bc:41,-90,16
q1-1003,UAB,94:64:24:0c:08:81,-90,16
q1-1003,eduroam,94:64:24:0c:08:80,-90,16
q1-1003,UAB,80:8d:b7:0c:54:51,-90,16
q1-1003,eduroam,48:00:20:92:6c:d1,-90,16
q1-1003,eduroam,34:fc:b9:19:78:60,-91,14
q1-1003,UAB,48:00:20:92:6c:d0,-91,14
q1-1003,UAB,48:00:20:94:2f:c1,-93,11
q1-1003,eduroam,48:00:20:94:2f:c0,-94,10
q1-1003,eduroam,34:fc:b9:19:82:f0,-47,90
q1-1003,UAB,34:fc:b9:19:82:e1,-50,88
q1-1003,eduroam,34:fc:b9:19:82:e0,-51,87
q1-1003,UAB,34:fc:b9:19:82:f1,-51,85
q1-1003,eduroam,bc:9f:e4:15:e7:c1,-65,80
q1-1003,UAB,bc:9f:e4:15:e7:c0,-66,78
q1-1003,eduroam,34:fc:b9:19:7c:c0,-73,60
q1-1003,UAB,34:fc:b9:19:7c:c1,-73,60
q1-1003,UAB,34:fc:b9:19:82:c0,-74,57
q1-1003,eduroam,34:fc:b9:19:7e:60,-75,53
q1-1003,UAB,bc:9f:e4:15:e7:d0,-75,53
q1-1003,eduroam,bc:9f:e4:15:e7:d1,-75,53
q1-1003,UAB,34:fc:b9:19:7e:61,-75,53
q1-1003,eduroam,34:fc:b9:19:82:c1,-76,50
q1-1003,UAB,34:fc:b9:19:7e:71,-80,38
q1-1003,eduroam,34:fc:b9:19:7e:70,-80,38
q1-1003,eduroam,e8:26:89:78:94:a0,-81,35
q1-1003,eduroam,80:8d:b7:0c:54:40,-82,33
q1-1003,eduroam,34:fc:b9:19:7c:d0,-82,33
q1-1003,eduroam,94:64:24:0c:08:60,-82,33
q1-1003,UAB,34:fc:b9:19:7c:d1,-83,31
q1-1003,UAB,48:00:20:93:9c:f0,-83,31
q1-1003,UAB,94:64:24:0c:08:61,-83,31
q1-1003,eduroam,48:00:20:93:9c:f1,-84,29
q1-1003,UAB,34:fc:b9:19:80:80,-84,29
q1-1003,eduroam,bc:9f:e4:15:db:61,-84,29
q1-1003,eduroam,34:fc:b9:19:82:d1,-85,26
q1-1003,UAB,34:fc:b9:19:82:d0,-85,26
q1-1003,eduroam,80:8d:b7:0c:54:50,-85,26
q1-1003,UAB,80:8d:b7:0c:54:41,-85,26
q1-1003,eduroam,94:64:24:0e:bc:41,-87,22
q1-1003,eduroam,34:fc:b9:19:80:81,-87,22
q1-1003,UAB,80:8d:b7:0c:54:51,-87,22
q1-1003,UAB,bc:9f:e4:15:db:60,-87,22
q1-1003,UAB,94:64:24:0e:bc:40,-88,20
q1-1003,UAB,94:64:24:0c:bf:f1,-88,20
q1-1003,UAB,94:64:24:0c:08:81,-90,16
q1-1003,eduroam,94:64:24:0c:08:80,-90,16
q1-1003,eduroam,48:00:20:92:6c:d1,-90,16
q1-1003,eduroam,34:fc:b9:19:78:60,-91,14
q1-1003,UAB,48:00:20:92:6c:d0,-91,14
q1-1003,UAB,48:00:20:94:2f:c1,-93,11
q1-1003,eduroam,48:00:20:94:2f:c0,-94,10
q1-1003,eduroam,34:fc:b9:19:82:f0,-47,90
q1-1003,UAB,34:fc:b9:19:82:e1,-50,88
q1-1003,eduroam,34:fc:b9:19:82:e0,-51,87
q1-1003,UAB,34:fc:b9:19:82:f1,-52,87
q1-1003,UAB,bc:9f:e4:15:e7:c0,-63,81
q1-1003,eduroam,bc:9f:e4:15:e7:c1,-66,78
q1-1003,eduroam,34:fc:b9:19:7c:c0,-74,57
q1-1003,UAB,34:fc:b9:19:82:c0,-74,57
q1-1003,UAB,34:fc:b9:19:7e:71,-75,53
q1-1003,UAB,34:fc:b9:19:7e:61,-75,53
q1-1003,eduroam,34:fc:b9:19:7e:70,-75,53
q1-1003,UAB,34:fc:b9:19:7c:c1,-75,53
q1-1003,eduroam,34:fc:b9:19:82:c1,-76,50
q1-1003,eduroam,94:64:24:0c:08:60,-77,46
q1-1003,eduroam,34:fc:b9:19:7e:60,-79,40
q1-1003,eduroam,e8:26:89:78:94:a0,-81,35
q1-1003,eduroam,80:8d:b7:0c:54:40,-82,33
q1-1003,UAB,48:00:20:93:9c:f0,-83,31
q1-1003,UAB,94:64:24:0c:08:61,-83,31
q1-1003,UAB,34:fc:b9:19:80:80,-84,29
q1-1003,UAB,bc:9f:e4:15:e7:d0,-85,26
q1-1003,UAB,80:8d:b7:0c:54:41,-85,26
q1-1003,eduroam,bc:9f:e4:15:e7:d1,-85,26
q1-1003,UAB,34:fc:b9:19:7c:d1,-86,24
q1-1003,eduroam,34:fc:b9:19:80:81,-87,22
q1-1003,eduroam,34:fc:b9:19:7c:d0,-87,22
q1-1003,eduroam,bc:9f:e4:15:db:61,-87,22
q1-1003,UAB,bc:9f:e4:15:db:60,-87,22
q1-1003,eduroam,48:00:20:93:9c:f1,-88,20
q1-1003,eduroam,34:fc:b9:19:82:d1,-88,20
q1-1003,UAB,34:fc:b9:19:82:d0,-88,20
q1-1003,UAB,94:64:24:0e:bc:40,-88,20
q1-1003,UAB,94:64:24:0c:bf:f1,-88,20
q1-1003,UAB,e8:26:89:78:94:b1,-89,18
q1-1003,eduroam,94:64:24:0e:bc:41,-89,18
q1-1003,eduroam,e8:26:89:78:94:b0,-89,18
q1-1003,eduroam,80:8d:b7:0c:54:50,-89,18
q1-1003,UAB,94:64:24:0c:08:81,-90,16
q1-1003,UAB,80:8d:b7:0c:54:51,-90,16
q1-1003,eduroam,48:00:20:92:6c:d1,-90,16
q1-1003,eduroam,94:64:24:0c:08:80,-91,14
q1-1003,eduroam,34:fc:b9:19:78:60,-91,14
q1-1003,UAB,48:00:20:92:6c:d0,-91,14
q1-1003,UAB,48:00:20:94:2f:c1,-93,11
q1-1003,eduroam,48:00:20:94:2f:c0,-94,10
q1-1007,eduroam,34:fc:b9:19:7e:60,-37,95
q1-1007,UAB,34:fc:b9:19:7e:61,-37,95
q1-1007,eduroam,34:fc:b9:19:7e:70,-48,89
q1-1007,UAB,34:fc:b9:19:7e:71,-52,87
q1-1007,UAB,80:8d:b7:0c:54:41,-69,70
q1-1007,UAB,e8:26:89:78:94:b1,-70,67
q1-1007,eduroam,e8:26:89:78:94:b0,-70,67
q1-1007,UAB,94:64:24:12:89:f0,-71,65
q1-1007,UAB,94:64:24:0c:bf:f1,-71,65
q1-1007,UAB,94:64:24:0c:08:61,-72,62
q1-1007,eduroam,e8:26:89:78:94:a0,-73,60
q1-1007,eduroam,94:64:24:12:89:f1,-74,57
q1-1007,eduroam,94:64:24:0c:bf:f0,-75,53
q1-1007,eduroam,34:fc:b9:19:78:60,-75,53
q1-1007,eduroam,94:64:24:0e:bc:41,-76,50
q1-1007,UAB,94:64:24:0e:bc:40,-76,50
q1-1007,UAB,34:fc:b9:19:78:61,-76,50
q1-1007,eduroam,34:fc:b9:19:82:e0,-77,46
q1-1007,UAB,bc:9f:e4:15:e7:d0,-78,43
q1-1007,eduroam,80:8d:b7:0c:54:50,-78,43
q1-1007,UAB,80:8d:b7:0c:54:51,-79,40
q1-1007,eduroam,34:fc:b9:19:78:70,-79,40
q1-1007,UAB,34:fc:b9:19:78:71,-79,40
q1-1007,UAB,34:fc:b9:19:82:e1,-79,40
q1-1007,eduroam,34:fc:b9:19:7c:c0,-79,40
q1-1007,UAB,34:fc:b9:19:7c:c1,-79,40
q1-1007,UAB,34:fc:b9:19:80:80,-82,33
q1-1007,UAB,34:fc:b9:19:7c:d1,-84,29
q1-1007,eduroam,34:fc:b9:19:7c:d0,-84,29
q1-1007,UAB,48:00:20:93:9c:f0,-84,29
q1-1007,UAB,bc:9f:e4:15:e7:c0,-84,29
q1-1007,UAB,48:00:20:94:2f:c1,-84,29
q1-1007,eduroam,94:64:24:0c:08:60,-85,26
q1-1007,eduroam,34:fc:b9:19:82:c1,-86,24
q1-1007,UAB,34:fc:b9:19:80:90,-87,22
q1-1007,UAB,94:64:24:0c:08:81,-87,22
q1-1007,eduroam,94:64:24:0c:08:80,-87,22
q1-1007,eduroam,34:fc:b9:19:80:91,-88,20
q1-1007,eduroam,34:fc:b9:19:82:f0,-88,20
q1-1007,UAB,34:fc:b9:19:82:f1,-89,18
q1-1007,UAB,34:fc:b9:19:7f:61,-91,14
q1-1007,eduroam,34:fc:b9:19:7f:60,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:c1,-91,14
q1-1007,eduroam,bc:9f:e4:15:db:61,-91,14
q1-1007,eduroam,48:00:20:93:9c:f1,-92,13
q1-1007,eduroam,34:fc:b9:19:80:81,-92,13
q1-1007,eduroam,34:fc:b9:19:7e:60,-49,88
q1-1007,UAB,34:fc:b9:19:7e:61,-50,88
q1-1007,eduroam,34:fc:b9:19:7e:70,-50,88
q1-1007,UAB,34:fc:b9:19:7e:71,-56,82
q1-1007,eduroam,e8:26:89:78:94:a0,-65,80
q1-1007,UAB,80:8d:b7:0c:54:41,-67,75
q1-1007,UAB,e8:26:89:78:94:a1,-69,70
q1-1007,UAB,94:64:24:12:89:f0,-71,65
q1-1007,UAB,94:64:24:0c:08:61,-72,62
q1-1007,eduroam,94:64:24:12:89:f1,-74,57
q1-1007,eduroam,94:64:24:0c:bf:f0,-75,53
q1-1007,UAB,94:64:24:0c:bf:f1,-75,53
q1-1007,UAB,e8:26:89:78:94:b1,-76,50
q1-1007,UAB,34:fc:b9:19:82:f1,-76,50
q1-1007,eduroam,e8:26:89:78:94:b0,-76,50
q1-1007,eduroam,34:fc:b9:19:82:f0,-76,50
q1-1007,UAB,80:8d:b7:0c:54:51,-76,50
q1-1007,UAB,94:64:24:0e:bc:40,-76,50
q1-1007,UAB,bc:9f:e4:15:e7:d0,-78,43
q1-1007,eduroam,80:8d:b7:0c:54:50,-78,43
q1-1007,eduroam,34:fc:b9:19:78:70,-79,40
q1-1007,UAB,34:fc:b9:19:78:71,-79,40
q1-1007,UAB,34:fc:b9:19:82:e1,-79,40
q1-1007,eduroam,34:fc:b9:19:7c:c0,-79,40
q1-1007,UAB,34:fc:b9:19:7c:c1,-79,40
q1-1007,eduroam,34:fc:b9:19:82:e0,-80,38
q1-1007,eduroam,34:fc:b9:19:78:60,-80,38
q1-1007,UAB,34:fc:b9:19:80:80,-82,33
q1-1007,UAB,34:fc:b9:19:78:61,-82,33
q1-1007,UAB,34:fc:b9:19:7c:d1,-84,29
q1-1007,eduroam,34:fc:b9:19:7c:d0,-84,29
q1-1007,UAB,48:00:20:93:9c:f0,-84,29
q1-1007,UAB,bc:9f:e4:15:e7:c0,-84,29
q1-1007,eduroam,94:64:24:0c:08:60,-85,26
q1-1007,UAB,94:64:24:0c:c0:11,-86,24
q1-1007,eduroam,34:fc:b9:19:82:c1,-86,24
q1-1007,UAB,34:fc:b9:19:80:90,-87,22
q1-1007,eduroam,94:64:24:0c:c0:10,-87,22
q1-1007,UAB,94:64:24:0c:08:81,-87,22
q1-1007,eduroam,94:64:24:0c:08:80,-87,22
q1-1007,eduroam,34:fc:b9:19:80:91,-88,20
q1-1007,eduroam,94:64:24:0e:bc:41,-88,20
q1-1007,UAB,bc:9f:e4:15:db:60,-88,20
q1-1007,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1007,UAB,48:00:20:94:2f:c1,-89,18
q1-1007,UAB,34:fc:b9:19:7f:61,-91,14
q1-1007,eduroam,34:fc:b9:19:7f:60,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:c1,-91,14
q1-1007,eduroam,48:00:20:93:9c:f1,-92,13
q1-1007,eduroam,34:fc:b9:19:80:81,-92,13
q1-1007,eduroam,48:00:20:93:f4:81,-94,10
q1-1007,eduroam,34:fc:b9:19:7e:60,-55,85
q1-1007,UAB,34:fc:b9:19:7e:71,-58,85
q1-1007,UAB,34:fc:b9:19:7e:61,-55,85
q1-1007,eduroam,34:fc:b9:19:7e:70,-57,84
q1-1007,UAB,80:8d:b7:0c:54:41,-66,78
q1-1007,eduroam,80:8d:b7:0c:54:40,-67,75
q1-1007,UAB,e8:26:89:78:94:a1,-69,70
q1-1007,UAB,e8:26:89:78:94:b1,-70,67
q1-1007,eduroam,e8:26:89:78:94:b0,-70,67
q1-1007,eduroam,e8:26:89:78:94:a0,-71,65
q1-1007,UAB,94:64:24:12:89:f0,-71,65
q1-1007,eduroam,34:fc:b9:19:78:70,-72,62
q1-1007,UAB,34:fc:b9:19:78:71,-72,62
q1-1007,eduroam,34:fc:b9:19:82:e0,-73,60
q1-1007,UAB,34:fc:b9:19:82:e1,-73,60
q1-1007,UAB,94:64:24:0c:08:61,-73,60
q1-1007,UAB,80:8d:b7:0c:54:51,-75,53
q1-1007,UAB,94:64:24:0c:bf:f1,-75,53
q1-1007,eduroam,80:8d:b7:0c:54:50,-76,50
q1-1007,UAB,94:64:24:0e:bc:40,-76,50
q1-1007,eduroam,34:fc:b9:19:78:60,-77,46
q1-1007,eduroam,94:64:24:0c:08:60,-77,46
q1-1007,UAB,bc:9f:e4:15:e7:c0,-77,46
q1-1007,eduroam,94:64:24:0c:bf:f0,-79,40
q1-1007,UAB,34:fc:b9:19:82:f1,-79,40
q1-1007,eduroam,34:fc:b9:19:82:f0,-79,40
q1-1007,UAB,34:fc:b9:19:78:61,-79,40
q1-1007,UAB,48:00:20:94:2f:c1,-83,31
q1-1007,UAB,48:00:20:93:9c:f0,-84,29
q1-1007,eduroam,48:00:20:94:2f:c0,-85,26
q1-1007,UAB,94:64:24:0c:c0:11,-86,24
q1-1007,eduroam,34:fc:b9:19:82:c1,-86,24
q1-1007,UAB,34:fc:b9:19:80:90,-87,22
q1-1007,UAB,94:64:24:0c:08:81,-87,22
q1-1007,eduroam,94:64:24:0c:08:80,-87,22
q1-1007,eduroam,34:fc:b9:19:80:91,-88,20
q1-1007,eduroam,94:64:24:0e:bc:41,-88,20
q1-1007,UAB,bc:9f:e4:15:db:60,-88,20
q1-1007,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1007,eduroam,48:00:20:92:6c:d1,-90,16
q1-1007,eduroam,94:64:24:12:89:f1,-90,16
q1-1007,UAB,34:fc:b9:19:7f:61,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:d1,-91,14
q1-1007,eduroam,34:fc:b9:19:7f:60,-91,14
q1-1007,UAB,bc:9f:e4:15:e7:d0,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:c1,-91,14
q1-1007,eduroam,94:64:24:0c:c0:10,-92,13
q1-1007,UAB,48:00:20:92:6c:d0,-92,13
q1-1007,eduroam,48:00:20:93:9c:f1,-92,13
q1-1007,eduroam,48:00:20:93:f4:81,-94,10
q1-1007,eduroam,34:fc:b9:19:7e:70,-50,88
q1-1007,eduroam,34:fc:b9:19:7e:60,-53,86
q1-1007,UAB,34:fc:b9:19:7e:71,-58,85
q1-1007,UAB,34:fc:b9:19:7e:61,-55,85
q1-1007,eduroam,34:fc:b9:19:82:e0,-60,82
q1-1007,eduroam,80:8d:b7:0c:54:40,-62,81
q1-1007,UAB,80:8d:b7:0c:54:41,-62,81
q1-1007,UAB,34:fc:b9:19:82:e1,-66,78
q1-1007,UAB,34:fc:b9:19:82:f1,-67,75
q1-1007,eduroam,34:fc:b9:19:82:f0,-67,75
q1-1007,UAB,e8:26:89:78:94:a1,-69,70
q1-1007,UAB,80:8d:b7:0c:54:51,-71,65
q1-1007,eduroam,e8:26:89:78:94:a0,-71,65
q1-1007,eduroam,80:8d:b7:0c:54:50,-76,50
q1-1007,UAB,94:64:24:0e:bc:40,-76,50
q1-1007,eduroam,34:fc:b9:19:78:60,-77,46
q1-1007,eduroam,94:64:24:0c:08:60,-77,46
q1-1007,UAB,bc:9f:e4:15:e7:c0,-77,46
q1-1007,UAB,94:64:24:0c:bf:f1,-81,35
q1-1007,UAB,48:00:20:92:6c:d0,-83,31
q1-1007,eduroam,94:64:24:0c:bf:f0,-83,31
q1-1007,UAB,e8:26:89:78:94:b1,-83,31
q1-1007,UAB,34:fc:b9:19:78:61,-83,31
q1-1007,eduroam,48:00:20:92:6c:d1,-84,29
q1-1007,eduroam,94:64:24:0c:c0:10,-84,29
q1-1007,eduroam,e8:26:89:78:94:b0,-84,29
q1-1007,UAB,48:00:20:93:9c:f0,-84,29
q1-1007,eduroam,48:00:20:94:2f:c0,-85,26
q1-1007,eduroam,34:fc:b9:19:78:70,-85,26
q1-1007,UAB,94:64:24:0c:08:61,-85,26
q1-1007,UAB,94:64:24:0c:c0:11,-86,24
q1-1007,UAB,34:fc:b9:19:78:71,-86,24
q1-1007,eduroam,34:fc:b9:19:82:c1,-86,24
q1-1007,UAB,34:fc:b9:19:80:90,-87,22
q1-1007,UAB,94:64:24:0c:08:81,-87,22
q1-1007,eduroam,94:64:24:0c:08:80,-87,22
q1-1007,eduroam,34:fc:b9:19:80:91,-88,20
q1-1007,eduroam,94:64:24:0e:bc:41,-88,20
q1-1007,eduroam,34:fc:b9:19:7f:70,-88,20
q1-1007,eduroam,94:64:24:12:89:f1,-88,20
q1-1007,UAB,bc:9f:e4:15:db:60,-88,20
q1-1007,UAB,48:00:20:94:2f:c1,-88,20
q1-1007,UAB,34:fc:b9:19:7f:71,-89,18
q1-1007,UAB,94:64:24:12:89:f0,-89,18
q1-1007,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1007,UAB,34:fc:b9:19:7f:61,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:d1,-91,14
q1-1007,eduroam,34:fc:b9:19:7f:60,-91,14
q1-1007,UAB,bc:9f:e4:15:e7:d0,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:c1,-91,14
q1-1007,eduroam,48:00:20:93:9c:f1,-92,13
q1-1007,eduroam,48:00:20:93:f4:81,-94,10
q1-1007,eduroam,34:fc:b9:19:7e:60,-53,86
q1-1007,UAB,34:fc:b9:19:7e:71,-63,83
q1-1007,eduroam,34:fc:b9:19:7e:70,-58,83
q1-1007,UAB,34:fc:b9:19:7e:61,-65,80
q1-1007,UAB,34:fc:b9:19:82:f1,-66,78
q1-1007,eduroam,34:fc:b9:19:82:f0,-66,78
q1-1007,eduroam,80:8d:b7:0c:54:40,-67,75
q1-1007,UAB,80:8d:b7:0c:54:41,-67,75
q1-1007,UAB,e8:26:89:78:94:a1,-69,70
q1-1007,eduroam,34:fc:b9:19:82:e0,-69,70
q1-1007,UAB,34:fc:b9:19:82:e1,-69,70
q1-1007,UAB,80:8d:b7:0c:54:51,-71,65
q1-1007,eduroam,80:8d:b7:0c:54:50,-71,65
q1-1007,eduroam,e8:26:89:78:94:a0,-71,65
q1-1007,UAB,94:64:24:0e:bc:40,-76,50
q1-1007,UAB,e8:26:89:78:94:b1,-77,46
q1-1007,eduroam,e8:26:89:78:94:b0,-77,46
q1-1007,UAB,34:fc:b9:19:7c:c1,-80,38
q1-1007,eduroam,34:fc:b9:19:78:60,-81,35
q1-1007,UAB,94:64:24:0c:bf:f1,-81,35
q1-1007,eduroam,34:fc:b9:19:7c:c0,-82,33
q1-1007,eduroam,94:64:24:0c:bf:f0,-83,31
q1-1007,UAB,34:fc:b9:19:78:61,-83,31
q1-1007,UAB,48:00:20:93:9c:f0,-84,29
q1-1007,eduroam,48:00:20:94:2f:c0,-85,26
q1-1007,eduroam,34:fc:b9:19:78:70,-85,26
q1-1007,eduroam,94:64:24:0c:08:60,-85,26
q1-1007,eduroam,bc:9f:e4:15:e7:c1,-85,26
q1-1007,UAB,94:64:24:0c:08:61,-85,26
q1-1007,UAB,48:00:20:92:6c:d0,-86,24
q1-1007,UAB,94:64:24:0c:c0:11,-86,24
q1-1007,eduroam,34:fc:b9:19:82:c1,-86,24
q1-1007,UAB,94:64:24:0c:08:81,-87,22
q1-1007,eduroam,94:64:24:0c:08:80,-87,22
q1-1007,UAB,34:fc:b9:19:78:71,-87,22
q1-1007,eduroam,48:00:20:92:6c:c1,-88,20
q1-1007,eduroam,48:00:20:92:6c:d1,-88,20
q1-1007,eduroam,94:64:24:0e:bc:41,-88,20
q1-1007,eduroam,34:fc:b9:19:7f:70,-88,20
q1-1007,eduroam,94:64:24:12:89:f1,-88,20
q1-1007,UAB,bc:9f:e4:15:e7:c0,-88,20
q1-1007,UAB,bc:9f:e4:15:db:60,-88,20
q1-1007,UAB,34:fc:b9:19:7f:71,-89,18
q1-1007,UAB,48:00:20:92:6c:c0,-89,18
q1-1007,eduroam,94:64:24:0c:c0:10,-89,18
q1-1007,UAB,94:64:24:12:89:f0,-89,18
q1-1007,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1007,eduroam,34:fc:b9:19:80:91,-91,14
q1-1007,UAB,34:fc:b9:19:7f:61,-91,14
q1-1007,UAB,34:fc:b9:19:80:90,-91,14
q1-1007,eduroam,bc:9f:e4:15:e7:d1,-91,14
q1-1007,eduroam,34:fc:b9:19:7f:60,-91,14
q1-1007,eduroam,48:00:20:93:9c:f1,-92,13
q1-1007,UAB,bc:9f:e4:15:e7:d0,-92,13
q1-1007,UAB,48:00:20:94:2f:c1,-92,13
q1-1007,eduroam,48:00:20:93:f4:81,-94,10
