Aula,SSID,BSSID,Intensity,Quality
q2-0003,eduroam,34:fc:b9:19:76:c0,-76,50
q2-0003,UAB,34:fc:b9:19:80:80,-76,50
q2-0003,UAB,34:fc:b9:19:7f:31,-77,46
q2-0003,eduroam,34:fc:b9:19:7f:30,-77,46
q2-0003,UAB,34:fc:b9:19:76:c1,-78,43
q2-0003,eduroam,94:64:24:0a:48:d0,-79,40
q2-0003,UAB,bc:9f:e4:15:e7:c0,-79,40
q2-0003,UAB,34:fc:b9:19:82:61,-80,38
q2-0003,eduroam,94:64:24:0d:37:31,-80,38
q2-0003,eduroam,34:fc:b9:19:7e:60,-80,38
q2-0003,UAB,94:64:24:0c:bf:f1,-84,29
q2-0003,UAB,94:64:24:0a:48:d1,-85,26
q2-0003,eduroam,bc:9f:e4:15:e7:d1,-85,26
q2-0003,eduroam,94:64:24:0c:08:80,-85,26
q2-0003,eduroam,34:fc:b9:19:82:60,-85,26
q2-0003,UAB,bc:9f:e4:15:e7:d0,-86,24
q2-0003,eduroam,34:fc:b9:19:88:00,-86,24
q2-0003,UAB,94:64:24:0c:08:81,-86,24
q2-0003,eduroam,94:64:24:0c:bf:f0,-87,22
q2-0003,eduroam,34:fc:b9:19:76:d0,-88,20
q2-0003,UAB,34:fc:b9:19:76:d1,-89,18
q2-0003,UAB,34:fc:b9:19:80:90,-89,18
q2-0003,eduroam,34:fc:b9:19:7f:60,-89,18
q2-0003,UAB,34:fc:b9:19:7f:61,-89,18
q2-0003,UAB,80:8d:b7:0c:54:51,-90,16
q2-0003,eduroam,bc:9f:e4:15:e7:c1,-90,16
q2-0003,UAB,34:fc:b9:19:82:f1,-90,16
q2-0003,UAB,94:64:24:0d:37:30,-90,16
q2-0003,UAB,34:fc:b9:19:84:50,-90,16
q2-0003,UAB,34:fc:b9:19:82:71,-91,14
q2-0003,eduroam,34:fc:b9:19:82:f0,-91,14
q2-0003,eduroam,34:fc:b9:19:84:51,-91,14
q2-0003,eduroam,94:64:24:0d:1e:a1,-91,14
q2-0003,eduroam,94:64:24:0d:37:51,-91,14
q2-0003,UAB,34:fc:b9:19:7e:71,-91,14
q2-0003,eduroam,34:fc:b9:19:88:10,-91,14
q2-0003,UAB,94:64:24:0d:1e:a0,-91,14
q2-0003,UAB,94:64:24:0c:c0:11,-92,13
q2-0003,UAB,94:64:24:0d:37:50,-92,13
q2-0003,UAB,34:fc:b9:19:88:11,-92,13
q2-0003,eduroam,34:fc:b9:19:82:70,-93,11
q2-0003,eduroam,bc:9f:e4:15:db:71,-54,86
q2-0003,UAB,bc:9f:e4:15:db:60,-54,86
q2-0003,eduroam,bc:9f:e4:15:db:61,-56,85
q2-0003,eduroam,34:fc:b9:19:82:c1,-60,82
q2-0003,UAB,bc:9f:e4:15:db:70,-58,82
q2-0003,UAB,34:fc:b9:19:82:c0,-62,81
q2-0003,UAB,34:fc:b9:19:7c:d1,-62,81
q2-0003,eduroam,34:fc:b9:19:7f:20,-64,80
q2-0003,UAB,34:fc:b9:19:7c:c1,-64,80
q2-0003,eduroam,34:fc:b9:19:7c:c0,-65,80
q2-0003,UAB,34:fc:b9:19:82:d0,-67,75
q2-0003,eduroam,34:fc:b9:19:7c:d0,-67,75
q2-0003,eduroam,34:fc:b9:19:82:d1,-67,75
q2-0003,UAB,34:fc:b9:19:7f:21,-73,60
q2-0003,UAB,34:fc:b9:19:84:40,-75,53
q2-0003,eduroam,34:fc:b9:19:84:41,-75,53
q2-0003,UAB,34:fc:b9:19:82:e1,-76,50
q2-0003,eduroam,34:fc:b9:19:76:c0,-77,46
q2-0003,eduroam,34:fc:b9:19:80:81,-77,46
q2-0003,UAB,34:fc:b9:19:76:c1,-78,43
q2-0003,UAB,34:fc:b9:19:80:80,-78,43
q2-0003,eduroam,94:64:24:0a:48:d0,-79,40
q2-0003,UAB,bc:9f:e4:15:e7:c0,-79,40
q2-0003,UAB,34:fc:b9:19:82:61,-80,38
q2-0003,eduroam,34:fc:b9:19:7e:60,-80,38
q2-0003,UAB,34:fc:b9:19:7f:31,-83,31
q2-0003,eduroam,94:64:24:0c:bf:f0,-84,29
q2-0003,UAB,94:64:24:0c:bf:f1,-84,29
q2-0003,eduroam,34:fc:b9:19:7f:30,-84,29
q2-0003,eduroam,bc:9f:e4:15:e7:d1,-85,26
q2-0003,eduroam,94:64:24:0c:08:80,-85,26
q2-0003,eduroam,34:fc:b9:19:82:60,-85,26
q2-0003,UAB,bc:9f:e4:15:e7:d0,-86,24
q2-0003,eduroam,34:fc:b9:19:88:00,-86,24
q2-0003,UAB,94:64:24:0c:08:81,-86,24
q2-0003,UAB,34:fc:b9:19:80:90,-88,20
q2-0003,eduroam,34:fc:b9:19:76:d0,-88,20
q2-0003,eduroam,80:8d:b7:0c:54:40,-89,18
q2-0003,eduroam,34:fc:b9:19:80:91,-89,18
q2-0003,eduroam,34:fc:b9:19:7f:60,-89,18
q2-0003,UAB,34:fc:b9:19:7f:61,-89,18
q2-0003,UAB,80:8d:b7:0c:54:51,-90,16
q2-0003,eduroam,bc:9f:e4:15:e7:c1,-90,16
q2-0003,UAB,34:fc:b9:19:76:d1,-90,16
q2-0003,UAB,94:64:24:0d:37:30,-90,16
q2-0003,UAB,34:fc:b9:19:84:50,-90,16
q2-0003,UAB,34:fc:b9:19:82:71,-91,14
q2-0003,eduroam,34:fc:b9:19:84:51,-91,14
q2-0003,eduroam,94:64:24:0d:1e:a1,-91,14
q2-0003,UAB,34:fc:b9:19:82:f1,-91,14
q2-0003,eduroam,94:64:24:0d:37:51,-91,14
q2-0003,UAB,34:fc:b9:19:7e:71,-91,14
q2-0003,UAB,94:64:24:0d:1e:a0,-91,14
q2-0003,UAB,94:64:24:0c:c0:11,-92,13
q2-0003,eduroam,34:fc:b9:19:82:f0,-92,13
q2-0003,UAB,94:64:24:0d:37:50,-92,13
q2-0003,eduroam,34:fc:b9:19:82:70,-93,11
q2-0003,eduroam,bc:9f:e4:15:db:61,-38,95
q2-0003,UAB,bc:9f:e4:15:db:60,-37,95
q2-0003,eduroam,bc:9f:e4:15:db:71,-50,88
q2-0003,UAB,bc:9f:e4:15:db:70,-53,85
q2-0003,eduroam,34:fc:b9:19:7f:20,-64,80
q2-0003,eduroam,34:fc:b9:19:7c:c0,-67,75
q2-0003,UAB,34:fc:b9:19:82:c0,-69,70
q2-0003,UAB,34:fc:b9:19:7c:c1,-69,70
q2-0003,eduroam,34:fc:b9:19:82:c1,-69,70
q2-0003,UAB,34:fc:b9:19:7c:d1,-73,60
q2-0003,UAB,34:fc:b9:19:76:c1,-73,60
q2-0003,UAB,34:fc:b9:19:7f:21,-73,60
q2-0003,eduroam,34:fc:b9:19:7c:d0,-74,57
q2-0003,UAB,34:fc:b9:19:84:40,-75,53
q2-0003,UAB,34:fc:b9:19:82:d0,-75,53
q2-0003,eduroam,34:fc:b9:19:84:41,-75,53
q2-0003,eduroam,34:fc:b9:19:82:d1,-76,50
q2-0003,eduroam,34:fc:b9:19:76:c0,-77,46
q2-0003,eduroam,94:64:24:0a:48:d0,-79,40
q2-0003,UAB,bc:9f:e4:15:e7:c0,-79,40
q2-0003,UAB,34:fc:b9:19:82:e1,-80,38
q2-0003,UAB,34:fc:b9:19:82:61,-80,38
q2-0003,eduroam,34:fc:b9:19:80:81,-80,38
q2-0003,eduroam,34:fc:b9:19:7e:60,-80,38
q2-0003,UAB,34:fc:b9:19:80:80,-80,38
q2-0003,UAB,34:fc:b9:19:76:d1,-83,31
q2-0003,eduroam,34:fc:b9:19:76:d0,-83,31
q2-0003,eduroam,94:64:24:0c:bf:f0,-84,29
q2-0003,UAB,94:64:24:0c:bf:f1,-84,29
q2-0003,eduroam,bc:9f:e4:15:e7:c1,-85,26
q2-0003,eduroam,bc:9f:e4:15:e7:d1,-85,26
q2-0003,eduroam,94:64:24:0c:08:80,-85,26
q2-0003,eduroam,34:fc:b9:19:82:60,-85,26
q2-0003,UAB,bc:9f:e4:15:e7:d0,-86,24
q2-0003,eduroam,34:fc:b9:19:88:00,-86,24
q2-0003,UAB,34:fc:b9:19:7f:31,-86,24
q2-0003,eduroam,34:fc:b9:19:7f:30,-86,24
q2-0003,UAB,94:64:24:0c:08:81,-86,24
q2-0003,UAB,34:fc:b9:19:80:90,-88,20
q2-0003,eduroam,80:8d:b7:0c:54:40,-89,18
q2-0003,eduroam,34:fc:b9:19:80:91,-89,18
q2-0003,eduroam,34:fc:b9:19:7f:60,-89,18
q2-0003,UAB,34:fc:b9:19:7f:61,-89,18
q2-0003,UAB,34:fc:b9:19:82:71,-90,16
q2-0003,UAB,80:8d:b7:0c:54:51,-90,16
q2-0003,eduroam,34:fc:b9:19:82:f0,-90,16
q2-0003,UAB,34:fc:b9:19:82:f1,-90,16
q2-0003,UAB,94:64:24:0d:37:30,-90,16
q2-0003,eduroam,80:8d:b7:0c:99:81,-90,16
q2-0003,UAB,34:fc:b9:19:84:50,-90,16
q2-0003,eduroam,34:fc:b9:19:82:70,-91,14
q2-0003,eduroam,34:fc:b9:19:84:51,-91,14
q2-0003,eduroam,94:64:24:0d:1e:a1,-91,14
q2-0003,eduroam,94:64:24:0d:37:51,-91,14
q2-0003,UAB,80:8d:b7:0c:99:80,-91,14
q2-0003,UAB,34:fc:b9:19:7e:71,-91,14
q2-0003,UAB,94:64:24:0d:1e:a0,-91,14
q2-0003,UAB,94:64:24:0c:c0:11,-92,13
q2-0003,UAB,94:64:24:0d:37:50,-92,13
q2-0003,eduroam,bc:9f:e4:15:db:71,-55,85
q2-0003,eduroam,bc:9f:e4:15:db:61,-56,85
q2-0003,UAB,bc:9f:e4:15:db:60,-56,85
q2-0003,UAB,34:fc:b9:19:82:c0,-62,81
q2-0003,eduroam,34:fc:b9:19:82:c1,-63,81
q2-0003,UAB,bc:9f:e4:15:db:70,-59,81
q2-0003,eduroam,34:fc:b9:19:7c:c0,-69,70
q2-0003,UAB,34:fc:b9:19:7c:c1,-70,67
q2-0003,UAB,34:fc:b9:19:7f:21,-73,60
q2-0003,eduroam,34:fc:b9:19:82:d1,-74,57
q2-0003,UAB,34:fc:b9:19:82:d0,-75,53
q2-0003,eduroam,34:fc:b9:19:7c:d0,-77,46
q2-0003,eduroam,34:fc:b9:19:76:c0,-77,46
q2-0003,UAB,34:fc:b9:19:7c:d1,-78,43
q2-0003,UAB,34:fc:b9:19:7e:61,-79,40
q2-0003,UAB,34:fc:b9:19:82:e1,-80,38
q2-0003,UAB,34:fc:b9:19:82:61,-80,38
q2-0003,eduroam,34:fc:b9:19:80:81,-80,38
q2-0003,eduroam,34:fc:b9:19:7e:60,-80,38
q2-0003,UAB,34:fc:b9:19:76:c1,-82,33
q2-0003,UAB,34:fc:b9:19:7f:31,-82,33
q2-0003,eduroam,34:fc:b9:19:7f:30,-82,33
q2-0003,UAB,34:fc:b9:19:76:d1,-83,31
q2-0003,eduroam,34:fc:b9:19:7f:60,-83,31
q2-0003,eduroam,34:fc:b9:19:76:d0,-83,31
q2-0003,eduroam,94:64:24:0c:bf:f0,-84,29
q2-0003,UAB,94:64:24:0c:bf:f1,-85,26
q2-0003,eduroam,bc:9f:e4:15:e7:c1,-86,24
q2-0003,eduroam,34:fc:b9:19:88:00,-86,24
q2-0003,eduroam,34:fc:b9:19:82:60,-86,24
q2-0003,UAB,34:fc:b9:19:80:80,-86,24
q2-0003,UAB,34:fc:b9:19:82:f1,-88,20
q2-0003,UAB,34:fc:b9:19:80:90,-88,20
q2-0003,eduroam,80:8d:b7:0c:54:40,-89,18
q2-0003,eduroam,94:64:24:0a:48:d0,-89,18
q2-0003,eduroam,34:fc:b9:19:82:f0,-89,18
q2-0003,eduroam,34:fc:b9:19:80:91,-89,18
q2-0003,UAB,34:fc:b9:19:82:71,-90,16
q2-0003,UAB,34:fc:b9:19:7f:61,-90,16
q2-0003,eduroam,80:8d:b7:0c:99:81,-90,16
q2-0003,eduroam,e8:26:89:78:94:a0,-90,16
q2-0003,UAB,34:fc:b9:19:84:50,-90,16
q2-0003,eduroam,34:fc:b9:19:82:70,-91,14
q2-0003,eduroam,34:fc:b9:19:84:51,-91,14
q2-0003,UAB,80:8d:b7:0c:99:80,-91,14
q2-1005,eduroam,34:fc:b9:19:80:81,-56,85
q2-1005,UAB,34:fc:b9:19:82:c0,-61,82
q2-1005,eduroam,34:fc:b9:19:82:d1,-65,80
q2-1005,UAB,34:fc:b9:19:80:80,-66,78
q2-1005,eduroam,34:fc:b9:19:82:c1,-68,72
q2-1005,eduroam,94:64:24:0c:bf:f0,-70,67
q2-1005,UAB,34:fc:b9:19:80:90,-71,65
q2-1005,UAB,34:fc:b9:19:82:d0,-72,62
q2-1005,eduroam,34:fc:b9:19:80:91,-72,62
q2-1005,UAB,bc:9f:e4:15:db:60,-74,57
q2-1005,UAB,94:64:24:0c:c0:11,-75,53
q2-1005,eduroam,bc:9f:e4:15:db:61,-75,53
q2-1005,eduroam,bc:9f:e4:15:e7:c1,-80,38
q2-1005,eduroam,94:64:24:0c:c0:10,-80,38
q2-1005,UAB,94:64:24:0a:48:d1,-81,35
q2-1005,UAB,bc:9f:e4:15:db:70,-82,33
q2-1005,UAB,34:fc:b9:19:76:c1,-83,31
q2-1005,eduroam,bc:9f:e4:15:db:71,-84,29
q2-1005,UAB,94:64:24:0d:37:30,-85,26
q2-1005,UAB,34:fc:b9:19:82:e1,-85,26
q2-1005,UAB,34:fc:b9:19:7c:c1,-85,26
q2-1005,UAB,94:64:24:0c:bf:f1,-85,26
q2-1005,UAB,80:8d:b7:0c:54:41,-85,26
q2-1005,UAB,34:fc:b9:19:88:01,-86,24
q2-1005,eduroam,94:64:24:0d:37:31,-87,22
q2-1005,eduroam,80:8d:b7:0c:54:50,-87,22
q2-1005,UAB,80:8d:b7:0c:54:51,-87,22
q2-1005,eduroam,34:fc:b9:19:78:60,-88,20
q2-1005,eduroam,e8:26:89:78:94:a0,-88,20
q2-1005,UAB,34:fc:b9:19:78:61,-89,18
q2-1005,eduroam,80:8d:b7:0c:54:40,-89,18
q2-1005,UAB,80:8d:b7:0c:99:80,-91,14
q2-1005,eduroam,34:fc:b9:19:82:f0,-94,10
q2-1005,UAB,34:fc:b9:19:82:f1,-94,10
q2-1005,UAB,34:fc:b9:19:82:c0,-61,82
q2-1005,eduroam,34:fc:b9:19:80:81,-63,81
q2-1005,eduroam,34:fc:b9:19:82:d1,-65,80
q2-1005,UAB,bc:9f:e4:15:db:60,-65,80
q2-1005,eduroam,34:fc:b9:19:82:c1,-67,75
q2-1005,eduroam,bc:9f:e4:15:db:61,-67,75
q2-1005,UAB,34:fc:b9:19:80:80,-67,75
q2-1005,UAB,34:fc:b9:19:82:d0,-71,65
q2-1005,UAB,94:64:24:0c:bf:f1,-77,46
q2-1005,eduroam,94:64:24:0c:bf:f0,-78,43
q2-1005,UAB,94:64:24:0c:c0:11,-79,40
q2-1005,eduroam,94:64:24:0c:c0:10,-79,40
q2-1005,eduroam,bc:9f:e4:15:e7:c1,-80,38
q2-1005,UAB,bc:9f:e4:15:db:70,-80,38
q2-1005,UAB,34:fc:b9:19:80:90,-80,38
q2-1005,eduroam,bc:9f:e4:15:db:71,-80,38
q2-1005,UAB,34:fc:b9:19:76:c1,-81,35
q2-1005,eduroam,34:fc:b9:19:76:c0,-81,35
q2-1005,eduroam,34:fc:b9:19:80:91,-81,35
q2-1005,UAB,34:fc:b9:19:82:e1,-85,26
q2-1005,UAB,34:fc:b9:19:7c:c1,-85,26
q2-1005,UAB,80:8d:b7:0c:54:41,-85,26
q2-1005,UAB,94:64:24:0d:37:30,-86,24
q2-1005,eduroam,80:8d:b7:0c:54:50,-87,22
q2-1005,UAB,80:8d:b7:0c:54:51,-87,22
q2-1005,UAB,34:fc:b9:19:7f:21,-88,20
q2-1005,eduroam,94:64:24:0a:48:d0,-88,20
q2-1005,UAB,94:64:24:0a:48:d1,-88,20
q2-1005,eduroam,e8:26:89:78:94:a0,-88,20
q2-1005,eduroam,80:8d:b7:0c:54:40,-89,18
q2-1005,UAB,48:00:20:8f:76:31,-89,18
q2-1005,eduroam,94:64:24:0d:37:31,-90,16
q2-1005,UAB,34:fc:b9:19:7f:71,-90,16
q2-1005,eduroam,34:fc:b9:19:76:d0,-91,14
q2-1005,UAB,34:fc:b9:19:76:d1,-91,14
q2-1005,eduroam,34:fc:b9:19:7f:70,-93,11
q2-1005,eduroam,94:64:24:0e:83:10,-93,11
q2-1005,eduroam,34:fc:b9:19:82:f0,-94,10
q2-1005,UAB,34:fc:b9:19:82:f1,-94,10
q2-1005,UAB,94:64:24:0e:83:11,-95,8
q2-1005,eduroam,34:fc:b9:19:80:81,-63,81
q2-1005,UAB,34:fc:b9:19:80:90,-64,80
q2-1005,eduroam,34:fc:b9:19:80:91,-64,80
q2-1005,eduroam,34:fc:b9:19:82:c1,-67,75
q2-1005,UAB,34:fc:b9:19:80:80,-67,75
q2-1005,UAB,34:fc:b9:19:82:c0,-72,62
q2-1005,UAB,34:fc:b9:19:82:d0,-72,60
q2-1005,UAB,94:64:24:0c:bf:f1,-73,60
q2-1005,UAB,94:64:24:0c:c0:11,-73,60
q2-1005,eduroam,94:64:24:0c:c0:10,-73,60
q2-1005,eduroam,34:fc:b9:19:82:d1,-75,53
q2-1005,UAB,bc:9f:e4:15:db:60,-77,46
q2-1005,eduroam,94:64:24:0c:bf:f0,-78,43
q2-1005,eduroam,bc:9f:e4:15:db:61,-78,43
q2-1005,UAB,34:fc:b9:19:82:e1,-80,38
q2-1005,eduroam,bc:9f:e4:15:e7:c1,-80,38
q2-1005,UAB,bc:9f:e4:15:db:70,-80,38
q2-1005,eduroam,bc:9f:e4:15:db:71,-80,38
q2-1005,eduroam,34:fc:b9:19:82:e0,-81,35
q2-1005,UAB,34:fc:b9:19:76:c1,-81,35
q2-1005,eduroam,34:fc:b9:19:76:c0,-81,35
q2-1005,UAB,34:fc:b9:19:7c:c1,-85,26
q2-1005,UAB,94:64:24:0d:37:30,-86,24
q2-1005,eduroam,80:8d:b7:0c:54:50,-87,22
q2-1005,UAB,80:8d:b7:0c:54:51,-87,22
q2-1005,eduroam,34:fc:b9:19:7f:20,-88,20
q2-1005,UAB,34:fc:b9:19:7f:21,-88,20
q2-1005,eduroam,94:64:24:0a:48:d0,-88,20
q2-1005,UAB,94:64:24:0a:48:d1,-88,20
q2-1005,UAB,48:00:20:8f:76:31,-89,18
q2-1005,eduroam,e8:26:89:78:94:a0,-89,18
q2-1005,eduroam,94:64:24:0d:37:31,-90,16
q2-1005,eduroam,80:8d:b7:0c:54:40,-91,14
q2-1005,eduroam,34:fc:b9:19:7f:70,-91,14
q2-1005,eduroam,34:fc:b9:19:76:d0,-91,14
q2-1005,UAB,34:fc:b9:19:76:d1,-91,14
q2-1005,UAB,80:8d:b7:0c:54:41,-91,14
q2-1005,UAB,e8:26:89:78:94:a1,-91,14
q2-1005,eduroam,94:64:24:0e:83:10,-93,11
q2-1005,UAB,34:fc:b9:19:7f:71,-93,11
q2-1005,eduroam,34:fc:b9:19:82:f0,-94,10
q2-1005,UAB,34:fc:b9:19:82:f1,-94,10
q2-1005,UAB,94:64:24:0e:83:11,-95,8
q2-1005,eduroam,34:fc:b9:19:80:81,-67,75
q2-1005,UAB,34:fc:b9:19:80:90,-68,72
q2-1005,UAB,34:fc:b9:19:80:80,-68,72
q2-1005,eduroam,34:fc:b9:19:80:91,-69,70
q2-1005,eduroam,94:64:24:0c:bf:f0,-70,67
q2-1005,UAB,94:64:24:0c:bf:f1,-70,67
q2-1005,eduroam,34:fc:b9:19:82:d1,-71,65
q2-1005,eduroam,bc:9f:e4:15:db:61,-71,65
q2-1005,UAB,34:fc:b9:19:82:c0,-73,60
q2-1005,eduroam,34:fc:b9:19:82:c1,-73,60
q2-1005,UAB,94:64:24:0c:c0:11,-73,60
q2-1005,eduroam,94:64:24:0c:c0:10,-73,60
q2-1005,UAB,34:fc:b9:19:82:d0,-74,57
q2-1005,UAB,bc:9f:e4:15:db:60,-75,53
q2-1005,eduroam,bc:9f:e4:15:e7:c1,-80,38
q2-1005,eduroam,34:fc:b9:19:82:e0,-82,33
q2-1005,UAB,34:fc:b9:19:7f:61,-84,29
q2-1005,UAB,34:fc:b9:19:82:e1,-85,26
q2-1005,UAB,34:fc:b9:19:76:c1,-85,26
q2-1005,eduroam,34:fc:b9:19:76:c0,-85,26
q2-1005,UAB,94:64:24:0d:37:30,-86,24
q2-1005,UAB,bc:9f:e4:15:db:70,-86,24
q2-1005,eduroam,bc:9f:e4:15:db:71,-86,24
q2-1005,eduroam,80:8d:b7:0c:54:50,-87,22
q2-1005,UAB,80:8d:b7:0c:54:51,-87,22
q2-1005,eduroam,80:8d:b7:0c:54:40,-88,20
q2-1005,UAB,34:fc:b9:19:7c:c1,-88,20
q2-1005,eduroam,34:fc:b9:19:7f:20,-88,20
q2-1005,UAB,94:64:24:0a:48:d1,-88,20
q2-1005,UAB,48:00:20:8f:76:31,-89,18
q2-1005,eduroam,e8:26:89:78:94:a0,-89,18
q2-1005,eduroam,94:64:24:0d:37:31,-90,16
q2-1005,UAB,34:fc:b9:19:7f:21,-91,14
q2-1005,eduroam,34:fc:b9:19:7f:70,-91,14
q2-1005,eduroam,34:fc:b9:19:76:d0,-91,14
q2-1005,UAB,34:fc:b9:19:76:d1,-91,14
q2-1005,UAB,80:8d:b7:0c:54:41,-91,14
q2-1005,UAB,e8:26:89:78:94:a1,-91,14
q2-1005,eduroam,94:64:24:0a:48:d0,-92,13
q2-1005,eduroam,94:64:24:0e:83:10,-93,11
q2-1005,UAB,34:fc:b9:19:7f:71,-93,11
q2-1005,eduroam,34:fc:b9:19:82:f0,-94,10
q2-1005,UAB,34:fc:b9:19:82:f1,-94,10
q2-1005,UAB,94:64:24:0e:83:11,-95,8
q2-1005,eduroam,34:fc:b9:19:80:81,-67,75
q2-1005,UAB,34:fc:b9:19:80:80,-68,72
q2-1005,UAB,94:64:24:0c:bf:f1,-70,67
q2-1005,eduroam,34:fc:b9:19:82:d1,-70,67
q2-1005,eduroam,94:64:24:0c:bf:f0,-71,65
q2-1005,UAB,34:fc:b9:19:80:90,-71,65
q2-1005,eduroam,34:fc:b9:19:80:91,-71,65
q2-1005,UAB,34:fc:b9:19:82:c0,-73,60
q2-1005,UAB,34:fc:b9:19:82:d0,-74,60
q2-1005,eduroam,34:fc:b9:19:82:c1,-73,60
q2-1005,UAB,94:64:24:0c:c0:11,-73,60
q2-1005,eduroam,94:64:24:0c:c0:10,-73,60
q2-1005,eduroam,bc:9f:e4:15:db:61,-75,53
q2-1005,UAB,bc:9f:e4:15:db:60,-76,50
q2-1005,UAB,34:fc:b9:19:76:c1,-79,40
q2-1005,eduroam,bc:9f:e4:15:e7:c1,-80,38
q2-1005,UAB,34:fc:b9:19:7f:21,-83,31
q2-1005,UAB,bc:9f:e4:15:db:70,-84,29
q2-1005,UAB,34:fc:b9:19:7f:61,-84,29
q2-1005,eduroam,bc:9f:e4:15:db:71,-84,29
q2-1005,eduroam,34:fc:b9:19:76:c0,-85,26
q2-1005,UAB,94:64:24:0d:37:30,-86,24
q2-1005,UAB,34:fc:b9:19:82:e1,-87,22
q2-1005,eduroam,80:8d:b7:0c:99:81,-87,22
q2-1005,eduroam,80:8d:b7:0c:54:50,-87,22
q2-1005,UAB,80:8d:b7:0c:54:51,-87,22
q2-1005,UAB,94:64:24:0a:48:d1,-87,22
q2-1005,eduroam,80:8d:b7:0c:54:40,-88,20
q2-1005,UAB,34:fc:b9:19:7c:c1,-88,20
q2-1005,eduroam,34:fc:b9:19:7f:20,-88,20
q2-1005,UAB,48:00:20:8f:76:31,-89,18
q2-1005,UAB,80:8d:b7:0c:99:80,-89,18
q2-1005,eduroam,e8:26:89:78:94:a0,-89,18
q2-1005,eduroam,94:64:24:0d:37:31,-90,16
q2-1005,eduroam,34:fc:b9:19:82:e0,-91,14
q2-1005,eduroam,34:fc:b9:19:7f:70,-91,14
q2-1005,eduroam,34:fc:b9:19:76:d0,-91,14
q2-1005,UAB,34:fc:b9:19:76:d1,-91,14
q2-1005,UAB,80:8d:b7:0c:54:41,-91,14
q2-1005,UAB,34:fc:b9:19:7f:71,-91,14
q2-1005,UAB,e8:26:89:78:94:a1,-91,14
q2-1005,eduroam,94:64:24:0a:48:d0,-92,13
q2-1005,eduroam,94:64:24:0e:83:10,-93,11
q2-1005,eduroam,34:fc:b9:19:82:f0,-94,10
q2-1005,UAB,34:fc:b9:19:82:f1,-94,10
q2-1005,UAB,94:64:24:0e:83:11,-95,8
q2-1003,UAB,34:fc:b9:19:82:c0,-42,92
q2-1003,eduroam,34:fc:b9:19:82:c1,-42,92
q2-1003,eduroam,34:fc:b9:19:82:d1,-49,88
q2-1003,UAB,34:fc:b9:19:82:d0,-49,87
q2-1003,eduroam,34:fc:b9:19:80:91,-63,81
q2-1003,eduroam,34:fc:b9:19:80:81,-67,75
q2-1003,UAB,34:fc:b9:19:80:80,-68,72
q2-1003,UAB,34:fc:b9:19:7c:c1,-71,65
q2-1003,eduroam,34:fc:b9:19:7c:c0,-71,65
q2-1003,UAB,34:fc:b9:19:80:90,-73,60
q2-1003,eduroam,34:fc:b9:19:7c:d0,-74,57
q2-1003,UAB,34:fc:b9:19:7c:d1,-75,53
q2-1003,UAB,bc:9f:e4:15:db:60,-76,50
q2-1003,UAB,94:64:24:0c:bf:f1,-77,46
q2-1003,UAB,34:fc:b9:19:82:e1,-78,43
q2-1003,eduroam,94:64:24:0c:bf:f0,-78,43
q2-1003,UAB,94:64:24:0a:48:d1,-78,43
q2-1003,eduroam,bc:9f:e4:15:db:61,-78,43
q2-1003,eduroam,94:64:24:0a:48:d0,-79,40
q2-1003,UAB,34:fc:b9:19:76:c1,-79,40
q2-1003,eduroam,34:fc:b9:19:82:e0,-80,38
q2-1003,eduroam,34:fc:b9:19:7f:20,-80,38
q2-1003,UAB,bc:9f:e4:15:e7:c0,-81,35
q2-1003,eduroam,34:fc:b9:19:76:c0,-81,35
q2-1003,UAB,34:fc:b9:19:7e:61,-82,33
q2-1003,UAB,34:fc:b9:19:7f:61,-82,33
q2-1003,UAB,bc:9f:e4:15:db:70,-83,31
q2-1003,UAB,34:fc:b9:19:88:01,-83,31
q2-1003,eduroam,bc:9f:e4:15:db:71,-83,31
q2-1003,eduroam,34:fc:b9:19:7e:60,-86,24
q2-1003,eduroam,34:fc:b9:19:76:d0,-87,22
q2-1003,UAB,34:fc:b9:19:76:d1,-87,22
q2-1003,UAB,34:fc:b9:19:78:61,-87,22
q2-1003,UAB,34:fc:b9:19:7f:31,-88,20
q2-1003,UAB,80:8d:b7:0c:54:41,-88,20
q2-1003,eduroam,34:fc:b9:19:7f:30,-88,20
q2-1003,UAB,34:fc:b9:19:7f:21,-88,20
q2-1003,eduroam,bc:9f:e4:15:e7:c1,-89,18
q2-1003,eduroam,80:8d:b7:0c:99:81,-89,18
q2-1003,eduroam,e8:26:89:78:94:a0,-90,16
q2-1003,eduroam,34:fc:b9:19:7f:70,-90,16
q2-1003,UAB,34:fc:b9:19:7f:71,-90,16
q2-1003,UAB,34:fc:b9:19:82:f1,-91,14
q2-1003,eduroam,34:fc:b9:19:7f:60,-91,14
q2-1003,eduroam,94:64:24:0c:c0:10,-91,14
q2-1003,eduroam,94:64:24:0d:37:31,-92,13
q2-1003,eduroam,34:fc:b9:19:78:60,-92,13
q2-1003,UAB,94:64:24:0e:83:11,-92,13
q2-1003,UAB,94:64:24:0c:c0:11,-92,13
q2-1003,eduroam,34:fc:b9:19:82:f0,-93,11
q2-1003,UAB,80:8d:b7:0c:99:80,-93,11
q2-1003,UAB,94:64:24:0d:37:30,-94,10
q2-1003,eduroam,94:64:24:0e:83:10,-94,10
q2-1003,UAB,34:fc:b9:19:82:c0,-48,89
